split,scope,goal_category,goal_specificity,repeat_type,events,eligible_events,hits,rate,eligible_rate,avg_tag_jaccard
train,user,D,LH,album,3776,1752,402,0.10646186440677965,0.22945205479452055,0.0258388521392294
train,user,D,LH,artist,3776,1752,532,0.1408898305084746,0.3036529680365297,0.0258388521392294
train,user,D,LH,exact,3776,1752,177,0.046875,0.10102739726027397,0.0258388521392294
train,user,D,LH,tag,3776,1752,1714,0.4539194915254237,0.978310502283105,0.0258388521392294
train,user,D,LL,album,1488,648,198,0.13306451612903225,0.3055555555555556,0.02408156856723894
train,user,D,LL,artist,1488,648,247,0.16599462365591397,0.38117283950617287,0.02408156856723894
train,user,D,LL,exact,1488,648,97,0.06518817204301075,0.14969135802469136,0.02408156856723894
train,user,D,LL,tag,1488,648,630,0.42338709677419356,0.9722222222222222,0.02408156856723894
train,user,E,HH,album,736,240,68,0.09239130434782608,0.2833333333333333,0.02271374613778423
train,user,E,HH,artist,736,240,89,0.12092391304347826,0.37083333333333335,0.02271374613778423
train,user,E,HH,exact,736,240,36,0.04891304347826087,0.15,0.02271374613778423
train,user,E,HH,tag,736,240,234,0.3179347826086957,0.975,0.02271374613778423
train,user,E,HL,album,2784,1168,183,0.06573275862068965,0.1566780821917808,0.019493712845450345
train,user,E,HL,artist,2784,1168,267,0.09590517241379311,0.2285958904109589,0.019493712845450345
train,user,E,HL,exact,2784,1168,85,0.0305316091954023,0.07277397260273973,0.019493712845450345
train,user,E,HL,tag,2784,1168,1111,0.399066091954023,0.9511986301369864,0.019493712845450345
train,user,E,LH,album,3768,1664,410,0.10881104033970276,0.24639423076923078,0.022973815216276092
train,user,E,LH,artist,3768,1664,540,0.14331210191082802,0.3245192307692308,0.022973815216276092
train,user,E,LH,exact,3768,1664,237,0.06289808917197452,0.1424278846153846,0.022973815216276092
train,user,E,LH,tag,3768,1664,1626,0.4315286624203822,0.9771634615384616,0.022973815216276092
train,user,E,LL,album,3112,1360,294,0.09447300771208227,0.2161764705882353,0.02006561674400545
train,user,E,LL,artist,3112,1360,390,0.12532133676092544,0.2867647058823529,0.02006561674400545
train,user,E,LL,exact,3112,1360,124,0.03984575835475578,0.09117647058823529,0.02006561674400545
train,user,E,LL,tag,3112,1360,1309,0.42062982005141386,0.9625,0.02006561674400545
train,user,F,HH,album,1232,560,119,0.09659090909090909,0.2125,0.022704572480622544
train,user,F,HH,artist,1232,560,183,0.14853896103896103,0.3267857142857143,0.022704572480622544
train,user,F,HH,exact,1232,560,55,0.044642857142857144,0.09821428571428571,0.022704572480622544
train,user,F,HH,tag,1232,560,537,0.43587662337662336,0.9589285714285715,0.022704572480622544
train,user,F,HL,album,3640,1512,321,0.08818681318681319,0.2123015873015873,0.02001847523177927
train,user,F,HL,artist,3640,1512,438,0.12032967032967033,0.2896825396825397,0.02001847523177927
train,user,F,HL,exact,3640,1512,177,0.04862637362637363,0.11706349206349206,0.02001847523177927
train,user,F,HL,tag,3640,1512,1459,0.40082417582417584,0.96494708994709,0.02001847523177927
train,user,F,LH,album,2512,1160,239,0.09514331210191083,0.20603448275862069,0.02125483120030457
train,user,F,LH,artist,2512,1160,332,0.1321656050955414,0.28620689655172415,0.02125483120030457
train,user,F,LH,exact,2512,1160,107,0.04259554140127388,0.09224137931034483,0.02125483120030457
train,user,F,LH,tag,2512,1160,1104,0.4394904458598726,0.9517241379310345,0.02125483120030457
train,user,F,LL,album,1312,536,111,0.08460365853658537,0.20708955223880596,0.018115728170911567
train,user,F,LL,artist,1312,536,162,0.12347560975609756,0.30223880597014924,0.018115728170911567
train,user,F,LL,exact,1312,536,58,0.04420731707317073,0.10820895522388059,0.018115728170911567
train,user,F,LL,tag,1312,536,526,0.4009146341463415,0.9813432835820896,0.018115728170911567
train,user,G,HH,album,1320,584,161,0.12196969696969696,0.2756849315068493,0.02371133593023659
train,user,G,HH,artist,1320,584,207,0.15681818181818183,0.3544520547945205,0.02371133593023659
train,user,G,HH,exact,1320,584,75,0.056818181818181816,0.1284246575342466,0.02371133593023659
train,user,G,HH,tag,1320,584,561,0.425,0.9606164383561644,0.02371133593023659
train,user,G,HL,album,3232,1416,329,0.10179455445544554,0.2323446327683616,0.02264777449544121
train,user,G,HL,artist,3232,1416,494,0.15284653465346534,0.3488700564971751,0.02264777449544121
train,user,G,HL,exact,3232,1416,164,0.050742574257425746,0.11581920903954802,0.02264777449544121
train,user,G,HL,tag,3232,1416,1365,0.4223391089108911,0.9639830508474576,0.02264777449544121
train,user,G,LH,album,4272,1792,429,0.10042134831460674,0.23939732142857142,0.02048954873962814
train,user,G,LH,artist,4272,1792,608,0.14232209737827714,0.3392857142857143,0.02048954873962814
train,user,G,LH,exact,4272,1792,236,0.0552434456928839,0.13169642857142858,0.02048954873962814
train,user,G,LH,tag,4272,1792,1732,0.4054307116104869,0.9665178571428571,0.02048954873962814
train,user,G,LL,album,2048,960,213,0.10400390625,0.221875,0.02445493882074807
train,user,G,LL,artist,2048,960,303,0.14794921875,0.315625,0.02445493882074807
train,user,G,LL,exact,2048,960,103,0.05029296875,0.10729166666666666,0.02445493882074807
train,user,G,LL,tag,2048,960,928,0.453125,0.9666666666666667,0.02445493882074807
train,user,H,HH,album,1544,744,193,0.125,0.2594086021505376,0.023718818791011856
train,user,H,HH,artist,1544,744,249,0.16126943005181346,0.3346774193548387,0.023718818791011856
train,user,H,HH,exact,1544,744,98,0.06347150259067358,0.13172043010752688,0.023718818791011856
train,user,H,HH,tag,1544,744,696,0.45077720207253885,0.9354838709677419,0.023718818791011856
train,user,H,HL,album,6152,2456,513,0.08338751625487646,0.20887622149837134,0.0178033043895592
train,user,H,HL,artist,6152,2456,695,0.11297139141742522,0.28298045602605865,0.0178033043895592
train,user,H,HL,exact,6152,2456,258,0.04193758127438232,0.10504885993485343,0.0178033043895592
train,user,H,HL,tag,6152,2456,2369,0.38507802340702213,0.9645765472312704,0.0178033043895592
train,user,H,LH,album,4832,2320,434,0.08981788079470199,0.1870689655172414,0.02124966823128044
train,user,H,LH,artist,4832,2320,630,0.13038079470198677,0.27155172413793105,0.02124966823128044
train,user,H,LH,exact,4832,2320,207,0.04283940397350993,0.08922413793103448,0.02124966823128044
train,user,H,LH,tag,4832,2320,2244,0.4644039735099338,0.9672413793103448,0.02124966823128044
train,user,H,LL,album,5032,2208,481,0.09558823529411764,0.21784420289855072,0.02286958406528639
train,user,H,LL,artist,5032,2208,659,0.13096184419713833,0.29846014492753625,0.02286958406528639
train,user,H,LL,exact,5032,2208,239,0.04749602543720191,0.1082427536231884,0.02286958406528639
train,user,H,LL,tag,5032,2208,2064,0.41017488076311603,0.9347826086956522,0.02286958406528639
train,user,I,HH,album,824,408,112,0.13592233009708737,0.27450980392156865,0.026054485656791453
train,user,I,HH,artist,824,408,151,0.18325242718446602,0.3700980392156863,0.026054485656791453
train,user,I,HH,exact,824,408,65,0.07888349514563107,0.15931372549019607,0.026054485656791453
train,user,I,HH,tag,824,408,397,0.4817961165048544,0.9730392156862745,0.026054485656791453
train,user,I,HL,album,432,248,58,0.13425925925925927,0.23387096774193547,0.023663437430634284
train,user,I,HL,artist,432,248,65,0.15046296296296297,0.2620967741935484,0.023663437430634284
train,user,I,HL,exact,432,248,34,0.0787037037037037,0.13709677419354838,0.023663437430634284
train,user,I,HL,tag,432,248,241,0.5578703703703703,0.9717741935483871,0.023663437430634284
train,user,I,LH,album,1120,584,129,0.11517857142857142,0.2208904109589041,0.021207268536031738
train,user,I,LH,artist,1120,584,171,0.15267857142857144,0.2928082191780822,0.021207268536031738
train,user,I,LH,exact,1120,584,76,0.06785714285714285,0.13013698630136986,0.021207268536031738
train,user,I,LH,tag,1120,584,540,0.48214285714285715,0.9246575342465754,0.021207268536031738
train,user,I,LL,album,720,384,102,0.14166666666666666,0.265625,0.019390220131152294
train,user,I,LL,artist,720,384,131,0.18194444444444444,0.3411458333333333,0.019390220131152294
train,user,I,LL,exact,720,384,70,0.09722222222222222,0.18229166666666666,0.019390220131152294
train,user,I,LL,tag,720,384,355,0.4930555555555556,0.9244791666666666,0.019390220131152294
train,user,J,HH,album,1504,824,189,0.12566489361702127,0.22936893203883496,0.028427399843066574
train,user,J,HH,artist,1504,824,263,0.17486702127659576,0.3191747572815534,0.028427399843066574
train,user,J,HH,exact,1504,824,108,0.07180851063829788,0.13106796116504854,0.028427399843066574
train,user,J,HH,tag,1504,824,806,0.535904255319149,0.9781553398058253,0.028427399843066574
train,user,J,HL,album,3960,1512,311,0.07853535353535354,0.2056878306878307,0.01671943191010279
train,user,J,HL,artist,3960,1512,463,0.11691919191919192,0.3062169312169312,0.01671943191010279
train,user,J,HL,exact,3960,1512,157,0.039646464646464645,0.10383597883597884,0.01671943191010279
train,user,J,HL,tag,3960,1512,1445,0.3648989898989899,0.9556878306878307,0.01671943191010279
train,user,J,LH,album,3960,1944,453,0.1143939393939394,0.2330246913580247,0.023231229204546466
train,user,J,LH,artist,3960,1944,580,0.14646464646464646,0.29835390946502055,0.023231229204546466
train,user,J,LH,exact,3960,1944,209,0.05277777777777778,0.10751028806584362,0.023231229204546466
train,user,J,LH,tag,3960,1944,1872,0.4727272727272727,0.9629629629629629,0.023231229204546466
train,user,J,LL,album,2544,1160,255,0.10023584905660378,0.21982758620689655,0.020431201948769687
train,user,J,LL,artist,2544,1160,343,0.13482704402515724,0.2956896551724138,0.020431201948769687
train,user,J,LL,exact,2544,1160,131,0.0514937106918239,0.11293103448275862,0.020431201948769687
train,user,J,LL,tag,2544,1160,1119,0.43985849056603776,0.9646551724137931,0.020431201948769687
train,user,K,HH,album,1360,512,99,0.07279411764705883,0.193359375,0.018191271141430248
train,user,K,HH,artist,1360,512,147,0.10808823529411765,0.287109375,0.018191271141430248
train,user,K,HH,exact,1360,512,61,0.04485294117647059,0.119140625,0.018191271141430248
train,user,K,HH,tag,1360,512,488,0.3588235294117647,0.953125,0.018191271141430248
train,user,K,HL,album,5320,2288,428,0.08045112781954887,0.18706293706293706,0.019387894982781668
train,user,K,HL,artist,5320,2288,622,0.11691729323308271,0.2718531468531469,0.019387894982781668
train,user,K,HL,exact,5320,2288,195,0.03665413533834586,0.08522727272727272,0.019387894982781668
train,user,K,HL,tag,5320,2288,2208,0.4150375939849624,0.965034965034965,0.019387894982781668
train,user,K,LH,album,4968,2112,425,0.0855475040257649,0.2012310606060606,0.019604820886547223
train,user,K,LH,artist,4968,2112,560,0.11272141706924316,0.26515151515151514,0.019604820886547223
train,user,K,LH,exact,4968,2112,200,0.040257648953301126,0.0946969696969697,0.019604820886547223
train,user,K,LH,tag,4968,2112,2007,0.40398550724637683,0.9502840909090909,0.019604820886547223
train,user,K,LL,album,4032,1640,280,0.06944444444444445,0.17073170731707318,0.01971428156113891
train,user,K,LL,artist,4032,1640,402,0.09970238095238096,0.2451219512195122,0.01971428156113891
train,user,K,LL,exact,4032,1640,141,0.034970238095238096,0.08597560975609755,0.01971428156113891
train,user,K,LL,tag,4032,1640,1555,0.38566468253968256,0.948170731707317,0.01971428156113891
